Date,c0,p0,n0
2022-02-22,0.11008099999999997,0.08779999999999998,0.05839999999999999
2022-03-01,-0.0011759999999999937,0.08446000000000002,0.07551000000000001
2022-03-08,0.13917100000000013,0.09838,0.0629
2022-03-15,0.11338200000000001,0.09228,0.05875000000000001
2022-03-22,0.2302430000000001,0.10178,0.044090000000000004
2022-03-29,0.31089699999999987,0.10950999999999997,0.03287
2022-04-05,0.22173599999999993,0.08963999999999998,0.03793
2022-04-12,0.17949799999999996,0.09035000000000001,0.046320000000000014
2022-04-19,0.12303900000000002,0.08654999999999997,0.05176
2022-04-26,0.059639,0.08055999999999999,0.06359000000000001
2022-05-03,0.107415,0.08098000000000002,0.05861000000000001
2022-05-10,0.07781099999999999,0.08654,0.062169999999999996
2022-05-17,0.064807,0.08218000000000002,0.06502999999999999
2022-05-24,0.150772,0.09022000000000001,0.05529
